0,50,200
1,49,201
2,48,202
3,47,203
4,46,204
5,45,205
6,44,206
7,43,207
8,42,208
9,41,209
10,40,210
11,39,211
12,38,212
13,37,213
14,36,214
15,35,215
16,34,216
17,33,217
18,32,218
19,31,219
20,30,220
21,29,221
22,28,222
23,27,223
24,26,224
25,25,225
26,26,226
27,27,227
28,28,228
29,29,229
30,30,230
31,31,231
32,32,232
33,33,233
34,34,234
35,35,235
36,36,236
37,37,237
38,38,238
39,39,239
40,40,240
41,41,241
42,42,242
43,43,243
44,44,244
45,45,245
46,46,246
47,47,247
48,48,248
49,49,249
50,50,250
51,51,251
52,52,252
53,53,253
54,54,254
55,55,255
56,56,256
57,57,257
58,58,258
59,59,259
60,60,260
61,61,261
62,62,262
63,63,263
64,64,264
65,65,265
66,66,266
67,67,267
68,68,268
69,69,269
70,70,270
71,71,271
72,72,272
73,73,273
74,74,274
75,75,275
76,76,276
77,77,277
78,78,278
79,79,279
80,80,280
81,81,281
82,82,282
83,83,283
84,84,284
85,85,285
86,86,286
87,87,287
88,88,288
89,89,289
90,90,290
91,91,291
92,92,292
93,93,293
94,94,294
95,95,295
96,96,296
97,97,297
98,98,298
99,99,299
100,100,300
101,101,301
102,102,301
103,103,301
104,104,301
105,105,301
106,106,301
107,107,301
108,108,301
109,109,301
110,110,301
111,111,301
112,112,301
113,113,301
114,114,301
115,115,301
116,116,301
117,117,301
118,118,301
119,119,301
120,120,301
121,121,301
122,122,301
123,123,301
124,124,301
125,125,301
126,126,301
127,127,301
128,128,301
129,129,301
130,130,301
131,131,301
132,132,301
133,133,301
134,134,301
135,135,301
136,136,301
137,137,301
138,138,301
139,139,301
140,140,301
141,141,301
142,142,301
143,143,301
144,144,301
145,145,301
146,146,301
147,147,301
148,148,301
149,149,301
150,150,301
151,151,301
152,152,301
153,153,301
154,154,301
155,155,301
156,156,301
157,157,301
158,158,301
159,159,301
160,160,301
161,161,301
162,162,301
163,163,301
164,164,301
165,165,301
166,166,301
167,167,301
168,168,301
169,169,301
170,170,301
171,171,301
172,172,301
173,173,301
174,174,301
175,175,301
176,176,301
177,177,301
178,178,301
179,179,301
180,180,301
181,181,301
182,182,301
183,183,301
184,184,301
185,185,301
186,186,301
187,187,301
188,188,301
189,189,301
190,190,301
191,191,301
192,192,301
193,193,301
194,194,301
195,195,301
196,196,301
197,197,301
198,198,301
199,199,301
200,200,301
201,201,301
202,202,301
203,203,301
204,204,301
205,205,301
206,206,301
207,207,301
208,208,301
209,209,301
210,210,301
211,211,301
212,212,301
213,213,301
214,214,301
215,215,301
216,216,301
217,217,301
218,218,301
219,219,301
220,220,301
221,221,301
222,222,301
223,223,301
224,224,301
225,225,301
226,226,301
227,227,301
228,228,301
229,229,301
230,230,301
231,231,301
232,232,301
233,233,301
234,234,301
235,235,301
236,236,301
237,237,301
238,238,301
239,239,301
240,240,301
241,241,301
242,242,301
243,243,301
244,244,301
245,245,301
246,246,301
247,247,301
248,248,301
249,249,301
250,250,301
251,251,301
252,252,301
253,253,301
254,254,301
255,255,301
256,256,301
257,257,301
258,258,301
259,259,301
260,260,301
261,261,301
262,262,301
263,263,301
264,264,301
265,265,301
266,266,301
267,267,301
268,268,301
269,269,301
270,270,301
271,271,301
272,272,301
273,273,301
274,274,301
275,275,301
276,276,301
277,277,301
278,278,301
279,279,301
280,280,301
281,281,301
282,282,301
283,283,301
284,284,301
285,285,301
286,286,301
287,287,301
288,288,301
289,289,301
290,290,301
291,291,301
292,292,301
293,293,301
294,294,301
295,295,301
296,296,301
297,297,301
298,298,301
299,299,301
300,300,301
301,301,301
302,302,302
303,303,303
304,304,304
305,305,305
306,306,306
307,307,307
308,308,308
309,309,309
310,310,310
311,311,311
312,312,312
313,313,313
314,314,314
315,315,315
316,316,316
317,317,317
318,318,318
319,319,319
320,320,320
321,321,321
322,322,322
323,323,323
324,324,324
325,325,325
326,326,326
327,327,327
328,328,328
329,329,329
330,330,330
331,331,331
332,332,332
333,333,333
334,334,334
335,335,335
336,336,336
337,337,337
338,338,338
339,339,339
340,340,340
341,341,341
342,342,342
343,343,343
344,344,344
345,345,345
346,346,346
347,347,347
348,348,348
349,349,349
350,350,350
351,350,350
352,350,350
353,350,350
354,350,350
355,350,350
356,350,350
357,350,350
358,350,350
359,350,350
360,350,350
361,350,350
362,350,350
363,350,350
364,350,350
365,350,350
366,350,350
367,350,350
368,350,350
369,350,350
370,350,350
371,350,350
372,350,350
373,350,350
374,350,350
375,350,350
376,350,350
377,350,350
378,350,350
379,350,350
380,350,350
381,350,350
382,350,350
383,350,350
384,350,350
385,350,350
386,350,350
387,350,350
388,350,350
389,350,350
390,350,350
391,350,350
392,350,350
393,350,350
394,350,350
395,350,350
396,350,350
397,350,350
398,350,350
399,350,350
400,350,350
401,350,350
402,350,350
403,350,350
404,350,350
405,350,350
406,350,350
407,350,350
408,350,350
409,350,350
410,350,350
411,350,350
412,350,350
413,350,350
414,350,350
415,350,350
416,350,350
417,350,350
418,350,350
419,350,350
420,350,350
421,350,350
422,350,350
423,350,350
424,350,350
425,350,350
426,350,350
427,350,350
428,350,350
429,350,350
